90,-47,48,-28,-54,73,-18,83,100,36,-38,89,100,100,57,-62,75,99,15,83,43,72,-27,63,45:100,99,75,72,43,-62
13,68,35,71,97,0,93,44,73,63,49,91,100,100,11,65,60,99,73,-4,81,-33,-21,49,-61:100,99,73,49,-21,-33
93,1,-31,-90,-69,-55,89,90,98,95,-18,47,100,64,89,-18,82,81,11,18,57,58,80,-26,84:100,90,89,47,-18,-55
40,50,41,82,9,33,99,53,36,99,56,46,100,51,96,19,38,95,89,68,76,32,97,51,56:100,95,89,68,56,51
30,26,31,77,50,85,83,90,48,97,72,75,100,90,87,16,29,94,84,64,-62,80,87,73,7:100,94,87,80,29,16,-62
29,79,96,86,83,90,67,99,84,85,26,93,100,73,93,43,81,100,47,91,-11,97,94,55,45:100,99,96,86,84,73,47
88,5,81,-15,99,80,57,98,4,71,91,99,100,87,13,65,55,82,95,6,48,93,8,51,-107:100,99,91,80,57,5
82,45,28,-128,82,26,75,81,96,81,65,90,100,56,26,9,94,65,24,-2,60,76,97,28,73:100,90,75,45,28,-128
-70,61,97,35,56,52,88,91,46,65,-59,81,100,81,38,-111,22,97,72,47,-82,60,91,26,50:100,97,91,60,22,-111
37,71,72,53,31,81,88,23,33,88,81,83,100,77,98,75,82,36,38,87,-18,-37,-56,66,-3:100,83,82,75,-18,-37,-56
41,34,9,9,44,51,82,90,86,67,48,47,100,97,72,82,-16,63,69,87,-66,75,89,49,23:100,97,86,67,44,9
98,71,46,60,25,87,75,94,71,82,72,88,100,98,43,58,24,91,79,33,90,80,87,-27,27:100,98,79,33,27,-27
90,89,36,91,91,64,84,25,96,57,80,82,100,97,86,62,46,89,72,12,-49,89,94,45,-40:100,97,96,91,36,25
72,25,-9,40,17,100,54,83,26,84,28,66,100,86,23,100,71,92,57,21,36,-35,52,60,-78:100,92,71,66,54,25,-9
-49,95,6,73,77,41,95,92,86,60,86,96,100,39,95,2,86,61,40,37,-3,40,67,-46,-48:100,96,95,92,86,73,6
98,28,90,86,13,68,66,91,78,75,8,100,100,59,39,60,78,37,93,80,-117,39,-23,2,53:100,91,90,86,78,75,39
-83,77,75,-94,-17,-65,65,49,58,19,92,74,100,87,53,55,4,91,81,78,20,29,70,14,57:100,91,81,78,57,14
15,14,89,38,29,32,36,84,81,44,78,83,100,72,-78,97,92,97,87,55,-76,99,99,58,23:100,97,92,83,78,32,15,14
-106,85,100,68,29,-21,97,43,70,99,43,92,100,88,92,50,79,39,75,98,70,41,88,-81,19:100,92,79,50,43,-21,-106
92,63,-20,93,-25,-38,24,57,85,75,28,51,100,90,40,70,96,95,78,37,21,39,92,63,58:100,95,92,63,58,37
83,60,15,33,38,27,47,40,92,63,45,89,100,52,84,82,69,55,51,32,98,98,98,27,39:100,89,69,55,51,32
97,3,23,73,91,56,77,39,68,37,83,64,100,93,74,99,68,79,43,62,45,-2,5,-132,38:100,93,74,62,43,-132
-16,29,30,88,80,-81,66,95,89,62,23,43,100,75,84,18,97,54,51,60,10,20,-9,87,-12:100,95,89,88,80,62
42,-20,70,54,-11,71,94,97,80,61,36,62,100,72,85,5,74,45,48,25,-125,46,77,62,86:100,97,94,71,42,-20
-52,27,22,80,6,40,49,30,27,62,59,64,100,95,22,99,76,49,85,25,16,-42,58,71,-18:100,95,85,71,58,49
45,-23,89,68,-13,-33,55,56,59,50,60,52,100,96,92,-17,70,41,72,82,72,52,40,91,97:100,96,92,82,72,41,40
68,67,62,37,76,86,35,59,74,-29,87,94,100,76,-34,28,75,56,61,49,29,-16,17,93,10:100,94,87,86,68,67,62,59,35
-62,-21,67,-10,-82,-47,20,93,91,84,56,72,100,86,81,35,100,67,84,64,92,-7,-37,68,-1:100,93,91,86,84,68,-1
53,-13,62,61,9,91,3,98,90,-70,91,88,100,90,78,-35,34,65,9,32,66,69,98,57,100:100,98,90,61,9,-70
-42,89,43,79,-28,92,48,77,86,10,79,93,100,54,49,51,22,92,-19,-9,78,12,57,72,12:100,93,79,51,22,12
54,-4,91,-24,-12,57,67,85,24,-2,97,43,100,98,20,26,31,38,78,20,24,74,44,54,-70:100,98,78,54,44,38,31,26,24
36,-8,-26,43,52,67,36,52,84,99,93,78,100,93,55,69,0,79,-20,15,57,87,68,87,81:100,93,84,52,36,-8,-26
87,59,31,43,77,38,66,96,65,6,55,64,100,79,-16,38,65,86,50,-43,56,97,14,8,-21:100,96,66,64,55,38
-74,79,52,43,35,96,49,98,10,-13,76,42,100,81,0,76,14,83,93,96,76,61,51,-44,95:100,98,52,43,35,-13
91,2,33,23,25,70,79,86,30,-62,99,84,100,71,68,-56,92,89,82,36,24,9,-24,69,-39:100,89,82,71,68,36,-39
96,81,46,66,25,43,55,59,85,75,27,99,100,91,63,24,100,83,77,17,30,30,78,56,48:100,99,55,43,27,24
-59,6,52,-15,41,-13,59,72,75,29,88,26,100,89,94,100,75,64,95,36,94,51,67,63,58:100,89,75,72,59,26
36,45,49,78,10,21,74,97,50,58,-5,43,100,93,82,26,41,88,58,18,16,92,19,35,-37:100,97,74,45,36,21,-5
76,-1,63,97,-68,59,81,83,74,66,72,79,100,50,84,-111,100,100,42,8,71,80,46,83,58:100,83,81,79,72,59
-79,-23,44,34,76,53,37,83,82,19,32,46,100,60,58,37,76,73,40,-2,67,64,45,-111,3:100,83,82,60,58,19
-109,90,87,51,97,78,25,76,99,17,28,96,100,39,52,53,75,72,80,57,17,7,62,99,85:100,96,75,72,62,7
-1,63,77,64,45,71,86,78,74,87,98,87,100,75,84,77,80,69,98,-52,67,53,-47,-25,32:100,87,86,78,77,64,45
71,33,49,56,59,75,97,98,76,-14,35,100,100,48,51,96,96,80,83,44,76,-7,97,96,-67:100,98,97,75,71,33
85,71,88,26,-131,96,-8,89,17,54,70,89,100,83,89,-3,87,97,57,8,21,46,1,61,-28:100,97,87,46,21,-3
64,13,82,12,75,-21,95,64,90,27,40,86,100,98,71,45,99,53,94,92,80,62,100,56,4:100,98,94,92,71,27
-54,83,75,73,38,77,33,89,57,32,3,59,100,100,-11,81,87,73,69,72,41,51,35,46,-54:100,89,75,73,57,32,-11
25,57,44,75,-59,67,58,89,77,26,76,75,100,64,3,84,94,97,44,45,-34,32,99,89,0:100,97,94,84,76,75,58,57,44
51,9,7,92,86,-15,85,76,40,86,26,24,100,67,-27,32,78,84,100,50,5,89,26,68,97:100,84,78,32,26,24
82,97,29,45,78,27,76,98,99,94,84,69,100,75,51,-2,23,89,20,-30,86,31,92,9,12:100,98,76,69,23,-2
-18,81,60,54,-54,31,91,72,88,14,48,81,100,47,57,28,68,82,33,77,77,59,8,-12,63:100,82,68,59,8,-12
26,-23,64,99,16,26,45,49,99,82,-22,76,100,80,99,84,94,75,79,-1,25,-89,72,-15,0:100,80,79,75,72,-15
-118,79,86,-36,34,2,85,64,42,58,79,87,100,88,34,98,78,89,83,65,7,52,61,65,7:100,89,83,65,61,52,7
79,85,94,14,-66,29,93,85,100,-19,26,61,100,88,27,100,23,68,76,28,74,-55,13,-3,22:100,88,76,68,23,-55
8,90,33,72,-7,54,88,84,33,90,35,65,100,99,100,87,79,85,94,74,75,59,88,-21,66:100,99,94,85,79,65,35
62,96,88,75,-62,-66,-7,94,32,-77,74,98,100,56,15,30,82,34,50,78,67,38,7,-79,41:100,98,82,38,7,-79
98,49,71,-8,90,-13,75,54,4,-23,36,92,100,78,55,33,84,75,1,25,43,44,59,40,28:100,92,84,75,59,44,43,33
-135,-28,96,100,55,18,75,71,97,83,90,58,100,70,-28,32,74,89,93,17,79,85,75,57,43:100,89,75,57,43,17,-28
-7,40,44,64,23,87,75,94,80,-60,96,75,100,93,55,95,76,72,33,-46,27,76,47,-66,-1:100,94,80,64,44,40,-7
52,98,48,82,-54,-145,87,99,58,5,-6,84,100,53,80,-132,75,92,32,71,-66,83,50,6,92:100,99,87,84,75,-132
-12,-7,78,84,25,72,57,98,90,6,56,100,100,48,73,72,23,15,94,56,66,17,52,34,-63:100,98,90,84,78,-7,-12
65,80,74,78,88,85,82,44,20,84,-111,87,100,78,100,36,92,69,88,-35,83,40,41,65,-18:100,87,82,80,74,44,20
56,95,58,100,98,97,-13,98,79,-21,12,88,100,71,61,12,91,91,95,82,-63,89,36,56,99:100,98,79,71,61,-21
11,68,29,5,66,-31,87,97,97,93,30,84,100,75,-95,29,84,41,76,63,-142,33,-19,85,25:100,97,87,84,30,29,-142
58,87,23,-29,-81,16,92,96,91,2,77,75,100,85,98,74,29,86,73,64,-23,88,82,3,96:100,96,92,87,58,16
71,96,-25,62,11,-7,92,44,90,77,37,56,100,72,36,37,95,96,57,74,75,38,62,39,19:100,96,95,56,37,-7
14,-3,64,75,58,-8,70,90,74,51,-56,41,100,68,88,43,97,33,65,35,-52,45,21,58,98:100,90,74,68,65,58,21
57,76,71,29,-187,95,86,93,58,64,48,85,100,53,79,9,58,100,84,-14,94,27,30,95,86:100,93,86,85,58,27
66,79,-11,22,-58,-22,2,48,77,10,-30,41,100,93,54,76,90,83,55,82,18,56,17,2,85:100,93,77,48,2,-22,-30
74,65,19,-15,21,56,39,73,100,22,18,42,100,95,69,35,62,81,95,-11,30,54,86,2,-8:100,95,69,22,21,-15
50,85,68,10,95,94,28,64,95,26,-1,86,100,60,99,59,83,57,74,17,54,-11,64,76,26:100,86,83,59,54,-11
61,83,81,24,-91,-90,95,95,86,18,42,77,100,76,39,56,96,77,47,53,75,38,6,35,96:100,95,86,76,47,35,6
25,48,60,55,35,42,94,76,64,54,23,80,100,97,56,56,59,67,94,69,63,25,33,81,-57:100,97,94,81,33,25
85,54,89,70,-19,96,70,99,52,-38,93,69,100,72,78,65,30,95,62,-64,-98,94,11,56,29:100,99,89,70,52,-38
88,78,45,17,-26,37,82,89,86,26,39,82,100,84,81,7,85,18,100,32,73,-4,-13,-2,65:100,89,86,84,81,32
80,55,2,61,83,92,50,53,25,18,74,21,100,74,66,13,51,91,76,16,66,66,33,-42,54:100,91,76,74,66,18
92,16,-15,97,100,12,88,99,20,98,20,76,100,88,-84,-57,70,24,71,34,56,9,77,46,-3:100,99,88,76,70,24
-22,88,-1,48,18,74,73,90,61,28,-15,79,100,98,86,-40,66,22,31,59,1,44,97,-61,55:100,98,86,59,55,-61
60,-40,37,67,32,18,41,69,71,82,32,51,100,95,92,-88,96,72,96,76,35,94,-68,34,33:100,95,92,82,71,69,41,18
-47,20,-58,96,89,4,67,76,27,74,34,56,100,45,28,98,87,99,57,84,23,31,5,61,83:100,99,87,56,34,4,-47
10,-66,79,35,-19,48,87,85,71,-76,65,76,100,63,95,92,89,73,-38,33,45,94,5,63,86:100,85,79,35,-19,-76
11,-157,64,12,67,92,50,50,63,-60,8,70,100,85,6,6,56,77,74,66,74,69,61,4,63:100,85,74,66,63,4
45,85,4,94,-17,82,22,88,26,88,19,56,100,89,86,78,99,91,85,88,-1,13,75,77,37:100,91,85,77,75,13,-1
33,83,93,90,44,42,70,66,25,33,57,76,100,21,11,-14,85,99,59,86,82,62,38,52,77:100,99,85,76,70,66,25,21,11
48,85,47,89,35,49,63,65,25,84,-51,53,100,45,98,-70,91,96,35,-12,60,97,-13,-87,-4:100,96,91,53,-51,-70
45,-18,87,79,85,77,51,90,34,51,63,53,100,23,-12,37,71,90,95,90,-67,23,69,72,68:100,90,87,79,34,23,-12
13,46,78,-15,1,-90,97,82,39,-30,86,75,100,30,86,-21,85,87,46,93,-98,81,65,-8,92:100,87,85,81,65,-8
-16,81,52,65,77,-44,2,80,48,12,60,88,100,65,14,57,63,91,32,8,-59,62,23,13,-42:100,91,63,62,23,13,-42
87,97,67,-112,5,51,5,85,76,64,-54,75,100,74,81,-37,42,98,73,88,-25,-29,12,41,75:100,98,73,41,12,-29
69,79,21,-61,80,23,62,30,89,40,-53,69,100,76,56,55,45,87,80,-3,86,43,34,92,30:100,87,80,76,56,40
17,62,45,13,-53,82,98,99,84,28,45,100,100,74,86,23,88,73,84,-9,-1,17,68,50,54:100,99,98,82,45,23,-1
1,81,100,28,-43,-15,84,93,38,41,91,70,100,52,13,41,0,92,22,98,8,93,33,51,-33:100,93,84,81,1,-15
97,-26,44,82,28,-38,89,67,80,18,28,88,100,87,41,48,83,79,22,86,97,72,15,8,22:100,88,83,79,22,8
72,31,32,-10,61,47,56,77,-35,0,77,70,100,46,39,-50,62,90,74,-41,84,50,68,17,-23:100,90,74,46,39,0,-35
95,86,34,85,89,16,63,92,97,23,40,72,100,97,60,98,39,69,96,-121,98,21,59,49,88:100,97,96,69,59,49
73,93,83,91,70,16,69,61,92,4,97,80,100,83,95,1,64,98,33,35,58,59,63,13,-129:100,98,64,59,58,1
77,71,84,21,21,77,49,74,76,-54,91,45,100,55,29,71,79,87,-13,58,63,-4,59,67,99:100,87,79,71,63,-4
-15,24,99,33,23,-26,100,93,57,87,6,88,100,94,7,-74,70,64,78,76,81,83,54,-27,35:100,94,78,76,35,-27
75,86,-15,67,-6,95,83,92,87,0,37,62,100,75,31,38,99,52,58,55,83,93,65,38,63:100,92,87,75,58,55,31,0,-6
-129,54,50,32,88,40,94,47,76,-26,81,93,100,59,12,29,37,98,58,-33,38,63,88,67,36:100,98,88,67,58,-33
94,63,11,98,-8,-107,72,99,80,29,75,41,100,71,47,68,74,44,67,19,43,-21,55,29,26:100,99,80,71,67,44
24,45,41,62,-25,17,77,96,38,25,94,75,100,77,61,37,68,88,89,27,9,-29,-25,54,43:100,96,77,75,68,37,9,-29
-109,25,26,69,91,24,24,48,52,71,99,88,100,71,55,33,74,47,94,58,44,38,38,-30,95:100,88,74,47,38,-30
32,59,92,100,99,-11,68,55,68,-89,-36,45,100,98,39,74,96,79,76,-33,75,81,-97,56,-27:100,98,76,56,-27,-33
44,85,78,-43,4,68,68,80,55,77,57,86,100,34,91,-18,69,33,57,91,42,66,28,83,71:100,86,69,66,42,-18
-115,85,98,66,100,-9,32,80,61,62,75,97,100,77,85,25,90,58,49,93,-2,-51,91,-14,-12:100,97,90,58,49,-14
39,65,97,88,66,83,34,6,74,82,24,99,100,95,85,-15,98,82,92,10,54,-25,57,44,44:100,99,98,82,57,44
80,31,30,60,75,76,50,97,80,66,56,93,100,78,98,-13,83,51,-9,79,91,26,9,-50,90:100,97,80,78,-9,-50
-158,-93,46,83,65,88,81,79,50,76,36,66,100,96,84,40,99,67,88,88,57,98,37,8,-46:100,96,88,67,37,8,-46
84,-69,15,57,18,70,73,92,94,50,17,61,100,72,54,-35,71,76,95,9,93,83,0,22,4:100,92,73,70,17,-35
-55,-7,40,70,51,13,11,46,65,-9,74,69,100,88,50,82,74,66,17,63,67,98,35,66,-8:100,88,65,46,40,-7,-55
-55,56,60,85,77,-55,78,67,32,89,29,98,100,72,34,46,61,70,30,59,-29,29,65,44,28:100,98,78,67,60,56,-55
47,30,-41,-48,35,10,84,93,74,58,74,75,100,84,43,97,81,66,90,83,-25,89,87,32,32:100,93,84,75,74,10
93,-22,33,44,19,94,81,52,92,99,100,95,100,45,86,77,24,51,81,39,-30,64,23,-43,-25:100,95,81,52,33,-22
48,65,19,11,-13,32,66,82,28,0,40,89,100,92,4,6,85,55,91,42,64,88,38,-27,-20:100,92,91,55,38,-27
57,53,24,-12,78,10,69,98,91,92,48,85,100,56,70,23,94,68,51,94,63,64,85,-10,-9:100,98,91,56,51,-10
12,15,13,45,46,62,88,91,86,46,30,53,100,72,-18,-2,79,96,70,-13,59,91,69,30,84:100,96,79,53,30,-2
53,66,87,-2,-34,27,68,80,83,88,81,41,100,79,75,56,32,55,29,-37,13,83,-9,74,92:100,80,68,66,53,27
42,68,18,58,84,31,89,74,45,32,-14,91,100,55,95,50,84,78,31,40,-45,55,94,36,-20:100,91,89,74,45,32
-17,21,68,-37,-62,71,54,73,46,74,88,92,100,81,-30,67,54,37,68,18,29,45,63,84,94:100,92,88,71,54,21,-17
21,18,61,74,29,49,100,84,72,59,87,91,100,82,68,4,50,73,75,75,-59,81,5,13,50:100,91,87,49,21,18
16,38,41,30,62,2,80,77,96,92,28,58,100,72,44,81,100,75,-16,-80,5,38,91,15,80:100,77,41,38,16,2
83,57,29,58,42,69,15,89,40,-33,-34,85,100,84,93,75,57,90,87,93,12,-3,-11,15,69:100,90,87,84,40,-33
45,74,78,-18,-32,46,57,96,66,54,38,56,100,72,29,-10,54,63,53,83,90,95,81,44,28:100,96,78,74,57,56,54,-10
21,34,82,39,58,46,57,94,87,31,89,97,100,86,56,10,95,87,50,69,35,65,-2,22,-21:100,97,95,87,50,22,-2
34,82,28,-35,42,75,57,79,99,-24,24,95,100,48,79,25,36,95,78,93,74,27,53,67,-55:100,95,78,67,53,27
51,-24,45,-1,86,94,100,75,91,92,55,97,100,100,89,60,93,75,29,63,50,60,65,98,-23:100,97,93,75,65,60,50
24,47,5,73,-4,13,82,83,46,77,53,98,100,56,60,55,95,77,70,71,89,67,38,89,22:100,98,95,77,70,56,46
28,-127,33,68,-22,-52,48,61,97,84,42,77,100,61,52,6,72,43,69,66,36,46,48,46,-46:100,77,72,46,36,6
-5,61,39,-15,73,-17,77,88,60,36,-26,89,100,72,23,25,24,43,8,-8,-30,-16,46,50,49:100,89,77,61,39,-15
-56,23,42,-1,-1,41,46,72,51,-1,62,76,100,67,-130,47,96,91,80,-26,11,68,55,23,98:100,91,80,67,51,-1
-57,93,37,92,100,-52,83,82,57,84,70,73,100,69,-54,79,74,93,73,79,39,49,-12,-9,88:100,93,74,73,70,-52,-57
-18,55,29,97,1,71,32,91,80,61,-3,93,100,91,91,78,70,49,95,63,91,64,53,83,52:100,93,70,64,53,49
-60,0,45,75,-5,72,47,88,61,58,94,73,100,75,41,-13,-27,62,50,-3,42,57,98,76,8:100,88,61,58,41,-3
1,-77,-2,-10,-5,8,50,92,31,42,56,85,100,47,81,87,86,78,58,-35,86,75,43,79,-140:100,92,50,8,1,-77
-21,29,70,9,57,12,81,22,85,91,43,99,100,41,37,74,93,80,79,59,99,64,25,98,70:100,99,93,80,79,59,37
24,2,89,37,19,-10,81,71,69,61,92,98,100,67,97,54,94,89,96,44,55,53,76,69,62:100,98,94,89,76,69,62,44
16,-3,2,65,56,50,86,99,90,-53,2,32,100,95,38,84,70,80,10,70,26,70,84,93,15:100,99,90,65,56,-53
84,67,67,31,4,97,68,59,39,29,97,86,100,-2,39,44,71,87,-10,52,26,-17,33,-47,61:100,87,71,44,26,-17
38,100,90,93,38,71,67,45,98,1,51,87,100,87,-23,-42,88,93,26,40,19,85,41,68,99:100,93,88,87,67,45
-38,-134,74,-10,83,74,39,74,61,52,-36,59,100,91,99,-14,91,92,46,68,80,83,-12,61,-21:100,92,91,83,80,-14,-36
32,55,-27,-69,20,87,63,89,83,60,90,61,100,72,97,72,93,57,56,16,-3,74,52,100,4:100,89,83,72,56,16,4
84,94,35,66,50,91,46,90,76,83,-38,70,100,74,78,46,85,77,59,52,95,32,64,-35,69:100,90,76,74,59,52
43,32,76,94,89,72,77,80,75,35,71,75,100,41,97,57,80,46,94,16,-56,91,53,15,-55:100,80,77,75,71,57,-56
18,75,85,24,-23,-20,67,99,36,84,54,15,100,68,36,92,57,90,27,68,-12,47,60,82,69:100,99,85,75,67,15
88,-45,82,-43,83,-21,69,87,19,-12,32,82,100,54,43,70,-4,94,93,24,53,74,15,-12,27:100,94,93,54,43,24
2,68,83,60,82,37,42,92,34,68,87,83,100,44,64,-26,-42,84,39,55,-39,99,70,86,42:100,92,83,68,42,37,2
45,-4,99,23,81,63,72,41,50,86,54,68,100,73,70,79,82,48,35,59,97,99,77,13,32:100,73,70,59,35,13
-21,4,100,-16,49,-36,80,83,86,6,83,60,100,70,42,56,55,17,98,41,89,43,74,4,35:100,83,80,60,55,43
75,14,55,8,2,58,64,63,37,20,30,76,100,68,-40,36,45,42,93,63,-89,70,88,7,71:100,76,64,63,55,14
72,28,85,29,19,29,81,92,60,-33,50,88,100,69,63,87,87,69,85,62,95,-5,51,93,75:100,92,85,29,19,-33
56,71,74,32,-30,64,91,85,88,17,97,71,100,92,75,39,89,53,81,43,37,92,93,5,29:100,92,88,85,74,71,56
36,25,26,78,49,51,52,72,64,2,12,100,100,62,35,35,67,72,82,99,94,18,65,64,22:100,72,64,62,35,2
67,-20,-17,71,-38,98,83,92,75,-94,30,62,100,83,80,41,59,79,71,28,-157,64,99,1,18:100,92,83,62,59,41,30
60,-70,6,48,39,-2,87,41,3,-8,-29,49,100,98,21,72,100,86,92,47,-99,4,49,42,37:100,98,92,86,49,42,37
-94,84,42,100,90,69,52,92,82,73,95,32,100,33,26,96,35,87,79,-9,40,95,11,19,51:100,92,82,73,26,-9
44,48,39,-25,-11,-19,59,99,50,1,88,92,100,52,92,73,59,63,100,69,24,49,64,87,-22:100,99,59,48,44,-19
99,57,27,47,-30,62,80,64,89,52,57,96,100,79,53,70,95,90,89,91,61,64,-19,79,71:100,96,95,90,89,79,53,52,-30
63,77,-5,94,79,-91,-9,72,91,29,99,93,100,79,70,8,40,94,-6,98,66,33,5,-27,76:100,94,40,33,5,-27
11,35,86,32,-11,-14,58,95,92,42,91,95,100,78,43,30,50,92,33,87,68,75,54,51,81:100,95,92,78,43,42,-11
-28,48,52,90,76,-9,28,84,51,13,100,57,100,75,41,-22,77,54,55,97,41,6,21,10,96:100,84,52,48,28,-9,-28
94,87,68,65,99,-27,84,88,63,-6,32,80,100,77,33,27,10,82,83,5,22,63,-22,60,-20:100,88,84,80,32,27,22
93,84,80,49,-7,4,75,99,96,-7,36,77,100,62,99,33,74,60,49,43,-14,84,95,42,47:100,99,96,62,49,43
41,-18,39,37,43,59,92,93,82,-25,13,49,100,92,0,37,93,82,45,64,35,79,84,46,8:100,93,92,59,41,-18
-24,60,-18,18,64,84,15,88,87,7,63,82,100,57,16,31,74,78,86,1,76,67,-18,0,-60:100,88,87,57,16,7
80,91,44,83,29,69,63,97,91,90,92,50,100,74,56,77,77,70,42,30,73,84,85,89,27:100,97,91,90,56,30,27
67,70,97,8,-1,42,96,99,78,-17,55,89,100,91,79,83,68,88,35,-25,66,19,86,72,77:100,99,97,70,67,42
80,60,70,-44,94,26,55,88,46,84,78,49,100,62,33,76,38,50,76,82,50,75,-2,52,52:100,88,70,60,55,49,38
-27,3,28,31,74,38,37,58,57,15,60,91,100,68,6,33,90,97,61,26,58,81,-12,91,19:100,97,90,81,58,33
44,26,77,69,17,100,50,99,49,-38,63,85,100,5,32,98,5,60,78,44,5,10,77,57,33:100,99,77,69,49,5
-35,-3,73,67,-97,-27,57,63,58,82,34,97,100,42,89,88,83,79,59,4,88,21,32,-14,27:100,97,83,79,59,42
-68,18,71,-13,92,93,72,73,34,-4,-19,74,100,76,68,88,47,78,77,54,74,-14,-48,49,82:100,78,77,76,68,54
28,92,91,55,-88,84,0,47,70,72,83,99,100,76,59,51,48,63,92,25,51,46,70,83,76:100,99,83,51,48,46
91,-154,16,41,73,-89,86,91,65,67,51,81,100,32,39,20,63,68,95,-37,78,-41,50,-56,-154:100,91,86,81,63,20
60,32,59,-3,59,66,63,94,26,97,74,88,100,58,13,35,99,95,86,93,85,47,80,16,35:100,95,86,58,26,-3
6,89,81,79,96,26,76,95,59,50,54,83,100,83,93,61,100,76,48,59,-12,97,-55,50,-64:100,95,81,79,59,50
-43,63,29,-71,89,41,75,99,99,55,88,98,100,82,97,57,38,34,88,70,20,70,8,79,95:100,99,75,63,29,-71
1,-53,66,63,53,-19,93,84,64,14,-66,97,100,90,21,42,94,72,82,65,-125,-83,15,89,65:100,97,94,72,15,-83,-125
46,86,94,45,-13,22,63,79,97,18,-35,56,100,91,60,92,95,62,83,-41,3,46,37,71,48:100,91,83,71,48,-41
