71,30,78,78,-57,1,-126,-57,-8,56,19,67,90,-110,6,77,6,73,76,39,-68,21,74,64,100,80,31,54,-98,16,82,88,80,46,-15,-82,73,81,96,56,77,69,51,44,42,35,-6,-26,-7:100,88,82,81,73,44,42,35,-6,-26
73,57,66,60,-25,-38,37,43,60,66,42,33,67,75,-30,-6,94,83,89,96,55,50,55,66,100,85,100,31,-140,63,97,99,75,70,7,17,20,83,59,83,30,56,-76,-82,32,35,-11,48,36:100,99,97,83,59,35,32,-82
-136,33,56,-37,79,100,-242,75,69,84,91,-11,-46,57,80,30,53,90,82,6,56,-66,-49,88,100,68,76,73,48,50,43,65,66,53,-95,-22,24,-34,-89,91,75,-63,38,-94,-229,-80,-3,34,56:100,90,82,68,66,65,43,-34,-89
88,61,27,92,-166,-7,-1,-39,38,-23,16,88,56,-27,30,-22,51,81,79,-35,62,85,10,91,100,82,40,92,-37,53,90,82,27,20,-150,93,89,4,54,45,-46,57,-41,-61,51,-67,-14,96,59:100,91,90,82,54,45,27,20,-46
18,50,-28,-27,74,69,34,67,47,65,37,-157,49,-43,63,92,50,50,63,-60,-45,10,66,85,100,58,37,31,42,66,87,86,73,4,58,49,61,45,99,78,19,-119,-66,-144,-137,-52,-57,37,-125:100,86,73,58,37,31,-45,-60
2,-6,0,-78,-88,80,-10,71,57,70,10,-45,55,-9,-78,-5,74,86,99,58,40,-113,48,97,100,32,61,53,14,-79,45,93,31,98,61,-18,-15,54,73,42,83,1,63,79,-38,-14,-27,-4,-71:100,97,74,70,57,-5,-78,-113
-13,7,-28,31,-9,9,-83,14,77,1,8,60,-100,70,58,82,50,72,86,18,17,48,-38,96,100,96,9,-6,59,66,82,20,74,71,-47,26,59,100,-75,42,-42,-31,-52,-144,-83,3,16,27,33:100,96,82,66,59,26,-52,-144
73,-112,71,31,94,-152,82,-78,87,-84,21,-6,43,45,99,88,63,40,57,37,69,37,89,74,100,63,34,-9,6,-113,82,89,90,79,32,89,45,68,93,5,62,5,11,-10,-27,89,-94,69,-124:100,89,82,74,63,40,21,-6
-160,64,69,43,-17,-47,37,-13,-26,95,86,28,22,-129,-80,56,81,68,61,8,93,32,-6,94,100,56,50,91,-95,-34,30,15,63,89,67,25,96,46,-62,48,-93,24,-73,35,70,97,-49,13,23:100,94,81,68,61,56,50,8
-45,88,9,-18,99,73,68,1,13,82,-3,89,-78,88,46,-58,89,87,87,80,17,84,22,91,100,39,74,-61,99,32,53,98,100,87,-34,-49,78,77,80,-26,29,45,41,49,-27,68,90,63,-54:100,98,80,77,53,32,22,-58
20,-23,-86,50,63,97,-38,45,-8,47,50,67,57,61,95,-40,3,91,94,55,3,97,31,87,100,98,59,32,-17,-14,-16,100,66,95,29,73,75,36,7,71,95,37,18,-30,92,46,-109,64,68:100,98,94,91,50,47,3,-40
-21,94,56,-3,77,73,-87,82,81,32,52,59,87,-206,26,71,17,91,65,21,-2,77,100,83,100,60,30,9,85,73,50,86,5,-106,54,-10,13,-23,92,97,50,-91,18,-43,40,12,-80,40,10:100,91,65,60,30,21,-2,-206
-66,37,33,0,79,72,85,-62,76,88,96,74,27,35,69,-16,72,99,59,92,-71,76,-31,85,100,94,53,-78,76,65,53,69,29,3,51,2,0,66,34,14,40,4,-13,60,36,-60,29,45,67:100,99,96,88,76,37,33,0
83,67,-78,2,2,-17,-20,54,6,93,50,48,50,-37,55,31,86,54,45,-6,17,74,7,89,100,80,93,-16,25,36,86,86,14,22,25,85,38,-13,83,86,12,92,-135,55,-4,45,48,-19,-14:100,89,86,54,50,48,45,-6
27,100,-55,100,84,-67,76,20,21,66,-5,44,13,-27,82,7,81,68,57,50,34,-14,-12,90,100,88,92,-13,77,37,98,38,83,53,77,30,67,75,-5,-5,32,-10,81,12,35,7,-39,6,-20:100,90,81,68,57,50,34,-13
-52,-77,-4,-11,-5,72,84,92,73,44,49,45,77,48,-187,-2,5,84,80,9,29,41,34,64,100,75,91,1,87,27,86,92,67,64,20,-28,-11,87,84,10,45,-40,43,-94,-25,-68,-66,8,80:100,92,86,64,34,27,-11,-28
68,21,-139,-32,-81,54,61,69,36,58,24,80,63,79,24,21,54,84,23,97,68,-36,48,69,100,99,-36,-36,53,89,82,75,94,82,65,-66,-47,46,83,71,77,64,-100,74,-73,63,38,4,-155:100,99,94,82,77,71,38,4,-155
-166,-147,77,13,100,87,41,-23,75,71,76,94,-94,-100,-114,17,98,54,82,66,-54,36,96,56,100,83,38,36,24,24,76,69,19,55,20,20,43,82,75,64,-74,-33,39,73,22,-27,28,-87,49:100,83,82,66,38,36,20,-33,-74,-87
37,-48,-34,80,-138,96,49,-8,-34,-27,83,30,18,75,3,12,28,70,92,88,18,86,89,56,100,72,37,-7,73,-6,92,89,85,48,31,76,45,36,57,79,-103,34,-24,83,35,7,15,42,-7:100,89,85,79,57,36,35,7
-50,86,21,68,-89,70,-362,75,2,96,43,50,44,84,-56,87,-26,71,72,71,17,91,80,86,100,90,91,79,82,21,54,99,75,65,72,85,98,88,67,74,-5,22,75,-65,44,63,83,-82,96:100,99,75,74,67,63,44,-65
-115,-115,-16,56,-60,90,86,29,22,-5,7,-33,24,44,23,64,93,63,69,63,35,72,-2,26,100,94,49,89,85,55,6,93,0,-18,32,54,75,98,71,47,42,21,-56,-34,82,-1,45,13,37:100,94,69,63,7,-5,-16,-115
61,-27,76,79,13,69,76,-5,39,92,97,57,59,65,-72,45,35,77,88,29,54,4,-5,34,100,92,85,46,24,16,97,99,10,63,-49,-124,-76,69,-27,83,22,12,93,-57,35,-45,-64,-73,-51:100,99,97,69,35,-45,-64,-73
59,91,12,-78,76,56,62,-44,-35,-25,45,69,-56,23,47,33,98,98,92,-58,-39,7,45,59,100,96,6,43,31,7,91,20,73,-89,89,1,48,59,-13,90,61,10,22,-108,-62,-126,59,59,84:100,98,92,69,45,-25,-35,-44
51,86,39,-53,6,62,47,77,-76,60,-90,49,24,96,8,71,64,96,93,44,-9,14,88,56,100,85,21,-98,32,90,98,90,62,44,47,-56,65,99,95,9,-54,-21,60,-15,49,85,60,-5,34:100,96,93,85,62,44,21,-98
-3,1,-74,13,17,49,-38,68,34,46,38,16,40,23,92,90,74,68,97,94,75,-5,57,89,100,94,55,16,38,-12,72,82,90,43,-76,-109,28,72,-53,83,88,-121,-41,31,-115,56,80,64,7:100,94,90,83,80,64,7,-121
22,23,22,-18,76,-84,-168,31,10,61,34,58,68,31,-10,84,71,92,80,-1,96,-19,69,76,100,68,-32,50,29,17,79,90,48,97,57,23,96,50,-29,11,79,-8,-9,-94,14,-55,9,-4,56:100,92,80,68,48,11,9,-4
89,-98,-79,8,19,40,-35,-10,4,7,-12,-20,9,-176,13,66,14,89,71,11,47,92,-70,37,100,81,67,-205,13,-40,79,92,77,-38,12,9,67,37,-74,-30,3,-45,85,20,72,74,-26,-3,91:100,92,79,37,14,7,4,-10
-59,-43,-42,-29,-1,9,-186,-11,76,54,49,33,38,-265,-56,46,66,51,49,62,5,-50,16,88,100,40,58,22,24,-47,93,67,85,47,9,40,2,55,-16,-32,39,63,30,-29,-6,-133,-43,-54,76:100,88,66,54,49,33,-1,-29,-42,-43,-59
35,68,97,77,-58,-34,-65,-53,55,51,96,85,-159,83,-155,64,85,100,66,64,19,99,51,61,100,86,97,30,5,40,90,95,95,98,-9,-65,-44,48,95,62,72,12,-85,45,-94,-129,44,16,39:100,95,90,61,51,40,5,-65,-85
43,49,34,80,-21,73,81,85,93,68,38,-52,96,-101,41,62,62,73,22,99,-27,5,69,83,100,94,65,49,65,74,81,95,56,-16,8,-87,61,28,10,79,16,-3,-6,-31,-21,73,100,89,15:100,95,81,74,69,62,41,5
86,77,-16,14,83,-31,87,91,57,-118,-48,8,62,-48,84,27,87,40,96,64,-87,-92,-19,69,100,34,42,80,-80,83,40,74,17,-3,-68,14,100,95,65,29,93,-108,-47,58,64,-26,-76,-15,-1:100,74,65,29,17,-3,-68,-108
40,-101,57,-64,70,-40,-93,44,-5,19,32,94,43,-19,37,91,90,68,99,-52,-34,9,41,98,100,89,11,78,71,95,71,78,91,88,9,37,33,19,80,9,22,4,-102,-120,20,-62,100,-14,-208:100,98,90,68,32,19,-5,-101
-57,81,-2,77,76,-106,96,73,38,89,87,66,51,53,55,27,82,92,50,73,-205,86,56,86,100,74,41,-1,92,97,42,94,0,52,-36,-184,-14,99,67,53,-9,-90,-43,24,-20,28,16,9,88:100,94,67,53,16,9,-9,-90
-35,-179,80,-31,-236,66,31,-50,-26,-12,31,79,30,-110,-25,83,16,80,23,-17,85,60,70,63,100,58,72,98,-54,15,67,84,22,24,70,32,38,70,79,74,24,11,64,-115,-2,0,44,27,53:100,84,79,74,44,27,24,11
69,27,1,34,82,-249,29,-6,-28,14,60,21,-98,-15,67,44,77,65,67,60,-24,-21,63,61,100,48,-8,58,-28,69,85,86,52,-27,5,52,67,95,51,39,49,22,35,-64,-26,83,83,46,-47:100,86,85,69,67,52,35,-64
-51,-26,73,32,-10,88,41,17,7,-55,2,21,-13,83,93,-22,32,98,82,90,-8,21,54,74,100,78,59,-139,-22,77,76,92,48,29,-60,-143,-31,-49,87,59,-1,-7,-6,-43,-85,14,97,-125,-59:100,98,82,78,59,29,-1,-7,-59,-125
60,-68,23,99,20,3,63,-7,-6,-51,74,30,6,-89,49,12,89,77,59,26,84,46,19,96,100,62,-28,69,-33,-18,30,79,36,63,34,44,69,88,87,75,-107,42,-26,-7,80,66,2,52,32:100,96,89,77,74,30,20,3
-36,-13,31,84,55,-40,-115,50,-24,71,100,70,61,91,20,87,56,88,18,-24,15,93,68,75,100,80,40,61,-22,66,79,98,72,14,-39,-10,13,82,36,13,56,-209,99,30,83,-33,-71,-78,75:100,98,79,75,68,66,13,-10,-22
99,42,6,92,5,96,7,91,53,-39,1,86,72,98,-32,47,48,99,73,14,-68,-5,54,88,100,55,93,60,-51,52,46,84,31,67,3,13,56,-54,18,-15,48,98,-200,13,67,-130,-35,98,87:100,99,73,55,31,-15,-35,-130
-207,96,79,99,-124,19,-37,67,-27,-23,50,64,88,-20,41,12,39,100,99,40,1,7,40,98,100,66,68,23,-2,7,84,59,49,18,25,64,-47,57,32,60,6,-171,-10,-144,45,63,50,-152,77:100,98,84,59,49,18,6,-152
-87,63,50,-113,81,11,-14,22,43,-10,78,88,79,88,83,-47,72,89,-9,73,11,80,-26,60,100,91,94,-77,-70,34,79,77,84,77,-19,79,56,32,65,65,16,36,-40,-87,-24,27,49,30,59:100,91,84,77,65,32,-24,-87
-13,-134,-96,23,58,-100,-89,38,23,-18,79,85,55,42,92,26,97,99,78,68,-38,85,36,26,100,68,89,8,28,7,14,59,26,3,8,-54,-17,100,62,48,25,-53,-34,-111,59,83,-85,-18,-30:100,99,97,26,14,7,-17,-54
88,67,-16,19,49,-34,53,29,-45,99,31,10,100,40,53,92,78,82,91,81,-93,-10,54,75,100,95,10,66,50,57,70,91,58,70,-4,-76,5,2,50,58,38,-129,-29,-111,-99,-8,79,98,-23:100,95,91,82,78,75,70,57,54,-10
-184,42,83,92,60,88,99,30,50,92,46,42,99,24,54,21,77,87,97,62,-4,46,16,98,100,90,60,94,-78,69,92,72,78,92,7,53,55,58,63,1,32,-8,40,40,89,-163,66,95,-233:100,98,92,72,63,58,55,53,40
48,7,-46,-124,61,91,9,66,32,-26,-17,92,58,5,39,36,82,99,49,18,-95,32,26,95,100,82,59,24,82,22,47,83,71,23,-7,-84,-5,66,22,46,60,-48,26,70,96,-42,-53,78,-1:100,99,82,36,32,7,-46,-124
84,-27,-74,21,96,-9,39,-3,21,71,40,27,0,-79,31,65,85,95,65,-7,-82,-10,39,33,100,57,32,-48,37,6,90,52,66,67,50,-1,84,16,0,4,97,64,-98,48,35,0,3,71,50:100,95,85,71,40,27,0,-7,-82
-46,36,62,93,-38,-31,24,-31,23,78,22,-6,-28,68,57,37,32,83,21,38,49,66,58,49,100,63,-18,-77,94,68,90,88,74,58,99,89,72,70,58,52,15,81,20,47,83,52,-28,74,-124:100,88,74,63,21,-6,-28,-31,-38
-12,47,92,61,100,-69,-2,-15,-71,80,52,-41,-112,69,43,59,34,93,71,67,4,41,90,92,100,92,64,26,-41,50,98,87,72,62,71,-1,-5,-25,39,32,55,-159,-59,-17,19,78,43,-104,-59:100,93,71,67,64,62,55,32
-71,72,70,57,61,59,46,-109,81,21,35,83,58,92,62,49,49,64,99,71,-33,34,-79,46,100,91,46,40,74,-4,87,94,89,31,100,68,77,-57,34,70,-12,79,-79,-87,-19,24,-71,81,-24:100,94,89,70,34,24,-19,-57
28,59,73,83,29,17,1,33,-78,67,62,38,-42,-31,82,13,91,98,88,87,86,88,47,87,100,85,45,25,51,85,84,68,88,99,100,80,53,-20,47,79,58,71,-63,-33,39,25,-19,-90,-98:100,98,91,87,84,68,47,25,-19,-90,-98
-37,-98,65,64,-46,97,78,86,-50,44,31,54,32,-50,-42,31,100,89,31,51,23,-100,47,97,100,78,89,7,76,61,85,36,85,35,-31,51,18,-55,53,70,-29,-6,-106,55,-27,-8,2,-39,-14:100,97,85,61,47,31,-42,-100
56,27,-26,21,58,46,-22,-85,-58,94,87,43,-14,21,38,-52,31,68,82,54,-97,30,36,89,100,90,55,-54,-36,9,81,78,9,26,17,-37,90,81,32,12,-22,-152,97,51,-109,-40,-81,-115,-60:100,90,82,68,31,-52,-58,-85
74,-12,-68,79,82,-3,-8,-3,-33,27,99,-27,-38,-55,87,96,64,63,78,-98,-40,95,74,92,100,96,36,87,96,84,42,53,85,84,-36,69,30,36,-19,61,54,-206,-22,-9,72,67,74,-17,-27:100,96,85,84,54,-17,-27,-206
-101,-4,-1,-11,-140,71,98,45,58,-10,9,80,11,-29,-2,89,70,60,25,69,62,-6,96,57,100,41,67,-78,74,95,91,88,64,97,61,2,-24,-10,4,43,35,62,4,73,85,34,36,-84,63:100,88,64,43,36,34,4,-10,-24
-273,-29,-23,91,11,-7,12,-68,-3,-5,3,72,37,-175,90,65,77,96,66,-29,47,-6,68,96,100,83,99,-139,88,57,81,93,68,38,-11,-193,-65,75,-18,62,15,84,29,-60,51,-81,5,-118,32:100,96,77,65,-3,-5,-23,-29,-273
-56,-170,-120,-56,39,69,77,92,-68,-53,13,89,51,100,58,47,69,92,93,56,89,34,51,65,100,98,-15,94,53,60,94,86,37,53,63,85,-79,39,-7,-11,84,-40,31,19,77,82,90,62,-9:100,98,93,92,69,65,51,47,-68,-170
-72,89,25,36,45,-90,-167,32,-73,75,31,23,-5,63,55,-22,85,94,-19,74,95,-91,66,54,100,87,77,10,-102,-12,61,75,2,79,-30,69,73,88,75,10,90,-121,76,90,51,95,76,21,48:100,94,85,75,31,23,-5,-90,-167
5,95,41,77,82,95,19,35,-20,45,-1,50,52,-78,76,59,80,81,91,84,30,0,92,72,100,96,72,-13,54,37,97,100,7,-120,-80,-53,56,49,70,74,81,-101,13,53,91,-23,21,-2,-35:100,96,91,84,72,-13,-80,-101
25,3,48,25,11,-76,45,9,-109,99,-3,39,29,86,49,78,96,88,63,6,24,-97,54,62,100,91,-36,98,72,30,82,-23,54,-94,48,44,38,60,47,34,14,58,43,-13,60,51,-44,99,-14:100,91,63,39,29,6,-36,-94
-2,-42,8,83,65,87,-94,-36,25,37,82,-61,-6,43,49,55,58,49,49,66,85,45,-16,92,100,93,52,84,-47,41,55,84,77,-29,-95,22,-79,69,33,70,40,-7,30,-64,-20,41,1,16,3:100,93,77,70,40,16,3,-7,-95
-6,-35,85,10,-6,-69,1,-74,-33,88,61,46,-42,-48,-46,98,82,92,93,-3,96,0,62,54,100,86,-57,77,28,59,65,94,48,-63,98,-8,81,-26,59,25,-34,95,78,-8,-46,-82,-3,47,83:100,94,65,59,28,0,-46,-74
82,65,5,46,-50,86,-54,6,55,54,95,29,89,72,-82,58,83,48,98,-21,-233,93,87,94,100,88,73,23,10,60,59,63,64,32,-113,-27,74,36,90,99,86,55,37,-33,-17,-164,-31,96,-76:100,94,87,60,59,36,-17,-33
-80,-22,60,-45,-39,15,-54,100,38,89,55,42,42,-87,32,92,13,60,69,74,-93,17,61,83,100,93,47,-5,12,14,80,66,69,95,2,-143,-27,19,17,95,27,78,62,59,-163,58,30,31,-271:100,93,69,60,55,42,-39,-45
-46,84,36,-67,27,-19,91,-4,42,57,76,20,41,96,99,-61,87,84,74,97,7,58,-37,92,100,89,49,63,-21,12,65,25,88,56,26,55,5,-63,100,91,-29,43,-30,30,7,51,-25,69,-12:100,92,87,84,76,57,42,-4,-46
65,87,-20,79,-9,87,-10,51,70,-11,47,74,52,-17,-18,57,51,52,80,71,50,-97,48,100,100,43,83,43,95,72,81,88,63,24,36,28,98,72,63,59,82,-39,62,64,17,35,54,86,-55:100,88,81,72,63,59,54,35,17
97,-3,89,-152,74,97,-17,77,-51,61,100,-94,-34,66,-92,89,97,78,72,88,91,-131,49,97,100,92,-10,69,-117,23,13,66,87,43,-23,-1,32,-2,71,59,100,30,-12,-20,-9,-10,-13,62,49:100,97,49,23,13,-2,-9,-10,-13
52,-135,28,-11,77,59,43,26,-65,87,-28,71,-6,85,-2,-4,45,38,50,62,33,-80,31,91,100,44,68,89,74,40,50,92,24,49,-104,4,-51,80,-19,67,3,5,70,3,73,-128,96,60,47:100,92,50,40,31,-4,-65,-135
-3,29,36,35,48,-234,23,76,46,77,89,-67,42,-65,-15,93,76,46,100,48,-27,53,-5,87,100,95,79,25,2,-50,95,78,24,58,2,96,42,-26,8,16,58,37,5,73,-26,80,-54,-97,-23:100,95,79,58,24,16,8,-26
28,-51,-9,89,75,71,75,25,82,63,80,-20,84,-4,50,46,50,87,67,-7,70,74,40,79,100,80,94,51,89,-7,69,21,68,-15,15,46,55,72,37,96,-3,-63,-66,-120,100,26,-101,11,-1:100,87,80,63,50,46,40,-7
-66,-113,23,96,85,85,-47,-89,48,71,10,95,6,57,-66,75,98,83,36,88,62,93,29,98,100,96,88,-7,69,45,83,62,96,75,96,18,-37,62,41,-53,47,88,49,-133,-8,9,20,-48,92:100,98,83,62,41,9,-8,-133
-5,32,-26,-46,65,21,74,53,95,95,-4,40,-22,79,98,55,71,74,56,70,-13,64,71,44,100,92,79,63,94,80,76,88,55,15,-59,99,66,88,80,-82,-83,-117,-14,-69,99,-108,99,52,45:100,92,79,70,56,40,-4,-46
63,-168,-42,-91,46,89,8,-64,-29,69,67,93,41,-132,36,74,85,66,82,-6,-184,71,15,76,100,84,16,-6,-121,8,79,85,94,98,64,-27,-68,42,-43,83,28,99,40,-77,-16,72,26,-26,-90:100,85,79,76,15,8,-68,-77
-94,29,-113,4,100,81,3,62,14,60,38,-79,-62,-34,93,88,82,41,62,-87,-26,-92,91,73,100,76,77,-141,40,-14,44,97,84,-47,57,10,28,-68,67,98,49,89,-167,19,86,60,27,95,0:100,97,84,76,62,41,38,4,-113
22,47,61,51,98,12,14,-90,81,-14,56,71,57,-27,19,87,64,88,-16,22,16,-12,86,94,100,47,22,84,34,94,88,93,15,-7,-107,83,87,24,12,2,37,39,-3,30,31,40,-47,-61,-77:100,94,88,24,12,2,-47,-61,-77
-80,-195,99,-32,-14,-92,51,77,53,61,0,5,89,-44,-112,19,91,92,21,64,2,68,97,95,100,98,72,72,-87,89,65,93,12,20,-16,5,-70,12,60,94,35,-42,-51,56,58,-39,94,-95,-77:100,98,72,64,21,5,0,-32
2,55,57,15,15,-64,14,44,-23,-38,-17,63,46,76,-64,98,81,54,69,73,86,-1,2,71,100,80,79,15,10,60,94,52,60,93,37,-26,-12,-56,2,-8,52,-24,62,12,2,97,50,26,-71:100,80,79,73,69,63,46,-64
70,-59,-150,100,-47,10,83,14,62,88,35,27,-187,54,-12,1,37,56,63,51,-27,33,76,82,100,80,57,-250,-24,64,92,98,67,16,19,-167,14,8,73,88,-107,36,-20,58,73,-16,-5,69,91:100,98,92,82,76,64,14,8
8,36,16,-48,-73,-233,-71,31,-24,41,4,-15,79,-18,45,23,-50,51,98,42,30,52,77,88,100,95,-52,74,-89,39,93,98,14,24,-18,2,10,52,70,40,91,79,-34,5,3,-67,-36,25,90:100,98,93,88,77,52,45,31,8
50,-75,-6,22,-53,-110,10,83,84,22,83,12,58,-14,0,46,36,51,49,49,-89,39,55,79,100,63,64,53,21,19,78,93,73,91,70,0,93,66,92,90,67,55,54,-148,71,58,91,-24,-104:100,93,92,90,73,63,49,12,-53,-110
-114,38,48,52,47,-26,-225,54,-7,62,-8,-64,52,80,-23,0,72,89,71,29,-23,86,49,99,100,32,50,-121,-49,96,91,77,68,41,98,-183,27,1,80,43,-8,74,-50,-80,79,58,29,-100,-141:100,99,91,77,68,43,29,-100,-141
-26,-276,-130,68,15,65,-7,74,36,88,59,96,68,83,79,92,53,93,66,54,26,-24,97,81,100,68,-9,4,70,100,82,74,56,-15,31,-50,-64,85,45,56,61,-3,-9,-83,-59,-16,81,97,17:100,93,66,54,26,4,-9,-15
